Task,Model,Prompt Length,Quantization,Bites,Device
Translation,Gemma-7B-it-GGUF,Long,Q5_K_M,5,flagship
Translation,Gemma-7B-it-GGUF,Long,Q6_K,6,flagship
Translation,Gemma-7B-it-GGUF,Short,Q4_0,4,Low-range
Translation,Gemma-7B-it-GGUF,Short,Q4_K,4,Low-range
Translation,Gemma-7B-it-GGUF,Short,Q4_K_M,4,Mid-range
Translation,Gemma-7B-it-GGUF,Short,Q5_K,5,Mid-range
Translation,Gemma-7B-it-GGUF,Short,Q5_K_M,5,flagship
Translation,Gemma-7B-it-GGUF,Short,Q6_K,6,flagship
Translation,Gemma-7B-it-GGUF,Medium,Q4_0,4,Low-range
Translation,Gemma-7B-it-GGUF,Medium,Q4_K,4,Low-range
Translation,Gemma-7B-it-GGUF,Medium,Q4_K_M,4,Mid-range
Translation,Gemma-7B-it-GGUF,Medium,Q5_K,5,Mid-range
Translation,Gemma-7B-it-GGUF,Medium,Q5_K_M,5,flagship
Translation,Gemma-7B-it-GGUF,Medium,Q6_K,6,flagship
Translation,Gemma-7B-it-GGUF,Long,Q4_0,4,Low-range
Translation,Gemma-7B-it-GGUF,Long,Q4_K,4,Low-range
Translation,Gemma-7B-it-GGUF,Long,Q4_K_M,4,Mid-range
Translation,Gemma-7B-it-GGUF,Long,Q5_K,5,Mid-range
Translation,Gemma-7B-it-GGUF,Long,Q5_K_M,5,flagship
Translation,Gemma-7B-it-GGUF,Long,Q6_K,6,flagship
Translation,Gemma-7B-it-GGUF,Short,Q4_0,4,Low-range
Translation,Gemma-7B-it-GGUF,Short,Q4_K,4,Low-range
Translation,Gemma-7B-it-GGUF,Short,Q4_K_M,4,Mid-range
Translation,Gemma-7B-it-GGUF,Short,Q5_K,5,Mid-range
Translation,Gemma-7B-it-GGUF,Short,Q5_K_M,5,flagship
Translation,Gemma-7B-it-GGUF,Short,Q6_K,6,flagship
Translation,Gemma-7B-it-GGUF,Medium,Q4_0,4,Low-range
Translation,Gemma-7B-it-GGUF,Medium,Q4_K,4,Low-range
Translation,Gemma-7B-it-GGUF,Medium,Q4_K_M,4,Mid-range
Translation,Gemma-7B-it-GGUF,Medium,Q5_K,5,Mid-range
Translation,Gemma-7B-it-GGUF,Medium,Q5_K_M,5,flagship
Translation,Gemma-7B-it-GGUF,Medium,Q6_K,6,flagship
Translation,Gemma-7B-it-GGUF,Long,Q4_0,4,Low-range
Translation,Gemma-7B-it-GGUF,Long,Q4_K,4,Low-range
Translation,Gemma-7B-it-GGUF,Long,Q4_K_M,4,Mid-range
Translation,Gemma-7B-it-GGUF,Long,Q5_K,5,Mid-range
Translation,Gemma-7B-it-GGUF,Long,Q5_K_M,5,flagship
Translation,Gemma-7B-it-GGUF,Long,Q6_K,6,flagship
Translation,Gemma-7B-it-GGUF,Short,Q4_0,4,Low-range
Translation,Gemma-7B-it-GGUF,Short,Q4_K,4,Low-range
Translation,Gemma-7B-it-GGUF,Short,Q4_K_M,4,Mid-range
Translation,Gemma-7B-it-GGUF,Short,Q5_K,5,Mid-range
Translation,Gemma-7B-it-GGUF,Short,Q5_K_M,5,flagship
Translation,Gemma-7B-it-GGUF,Short,Q6_K,6,flagship
Translation,Gemma-7B-it-GGUF,Medium,Q4_0,4,Low-range
Translation,Gemma-7B-it-GGUF,Medium,Q4_K,4,Low-range
Translation,Gemma-7B-it-GGUF,Medium,Q4_K_M,4,Mid-range
Translation,Gemma-7B-it-GGUF,Medium,Q5_K,5,Mid-range
Translation,Gemma-7B-it-GGUF,Medium,Q5_K_M,5,flagship
Translation,Gemma-7B-it-GGUF,Medium,Q6_K,6,flagship
Translation,Gemma-7B-it-GGUF,Long,Q4_0,4,Low-range
Translation,Gemma-7B-it-GGUF,Long,Q4_K,4,Low-range
Translation,Gemma-7B-it-GGUF,Long,Q4_K_M,4,Mid-range
Translation,Gemma-7B-it-GGUF,Long,Q5_K,5,Mid-range
Translation,Gemma-7B-it-GGUF,Long,Q5_K_M,5,flagship
Translation,Gemma-7B-it-GGUF,Long,Q6_K,6,flagship
Translation,LLaMA-2-7B-Chat-GGUF,Short,Q4_0,4,Low-range
Translation,LLaMA-2-7B-Chat-GGUF,Short,Q4_K,4,Low-range
Translation,LLaMA-2-7B-Chat-GGUF,Short,Q4_K_M,4,Mid-range
Translation,LLaMA-2-7B-Chat-GGUF,Short,Q5_K,5,Mid-range
Translation,LLaMA-2-7B-Chat-GGUF,Short,Q5_K_M,5,flagship
Translation,LLaMA-2-7B-Chat-GGUF,Short,Q6_K,6,flagship
Translation,LLaMA-2-7B-Chat-GGUF,Medium,Q4_0,4,Low-range
Translation,LLaMA-2-7B-Chat-GGUF,Medium,Q4_K,4,Low-range
Translation,LLaMA-2-7B-Chat-GGUF,Medium,Q4_K_M,4,Mid-range
Translation,LLaMA-2-7B-Chat-GGUF,Medium,Q5_K,5,Mid-range
Translation,LLaMA-2-7B-Chat-GGUF,Medium,Q5_K_M,5,flagship
Translation,LLaMA-2-7B-Chat-GGUF,Medium,Q6_K,6,flagship
Translation,LLaMA-2-7B-Chat-GGUF,Long,Q4_0,4,Low-range
Translation,LLaMA-2-7B-Chat-GGUF,Long,Q4_K,4,Low-range
Translation,LLaMA-2-7B-Chat-GGUF,Long,Q4_K_M,4,Mid-range
Translation,LLaMA-2-7B-Chat-GGUF,Long,Q5_K,5,Mid-range
Translation,LLaMA-2-7B-Chat-GGUF,Long,Q5_K_M,5,flagship
Translation,LLaMA-2-7B-Chat-GGUF,Long,Q6_K,6,flagship
Translation,LLaMA-2-7B-Chat-GGUF,Short,Q4_0,4,Low-range
Translation,LLaMA-2-7B-Chat-GGUF,Short,Q4_K,4,Low-range
Translation,LLaMA-2-7B-Chat-GGUF,Short,Q4_K_M,4,Mid-range
Translation,LLaMA-2-7B-Chat-GGUF,Short,Q5_K,5,Mid-range
Translation,LLaMA-2-7B-Chat-GGUF,Short,Q5_K_M,5,flagship
Translation,LLaMA-2-7B-Chat-GGUF,Short,Q6_K,6,flagship
Translation,LLaMA-2-7B-Chat-GGUF,Medium,Q4_0,4,Low-range
Translation,LLaMA-2-7B-Chat-GGUF,Medium,Q4_K,4,Low-range
Translation,LLaMA-2-7B-Chat-GGUF,Medium,Q4_K_M,4,Mid-range
Translation,LLaMA-2-7B-Chat-GGUF,Medium,Q5_K,5,Mid-range
Translation,LLaMA-2-7B-Chat-GGUF,Medium,Q5_K_M,5,flagship
Translation,LLaMA-2-7B-Chat-GGUF,Medium,Q6_K,6,flagship
Translation,LLaMA-2-7B-Chat-GGUF,Long,Q4_0,4,Low-range
Translation,LLaMA-2-7B-Chat-GGUF,Long,Q4_K,4,Low-range
Translation,LLaMA-2-7B-Chat-GGUF,Long,Q4_K_M,4,Mid-range
Translation,LLaMA-2-7B-Chat-GGUF,Long,Q5_K,5,Mid-range
Translation,LLaMA-2-7B-Chat-GGUF,Long,Q5_K_M,5,flagship
Translation,LLaMA-2-7B-Chat-GGUF,Long,Q6_K,6,flagship
Translation,LLaMA-2-7B-Chat-GGUF,Short,Q4_0,4,Low-range
Translation,LLaMA-2-7B-Chat-GGUF,Short,Q4_K,4,Low-range
Translation,LLaMA-2-7B-Chat-GGUF,Short,Q4_K_M,4,Mid-range
Translation,LLaMA-2-7B-Chat-GGUF,Short,Q5_K,5,Mid-range
Translation,LLaMA-2-7B-Chat-GGUF,Short,Q5_K_M,5,flagship
Translation,LLaMA-2-7B-Chat-GGUF,Short,Q6_K,6,flagship
Translation,LLaMA-2-7B-Chat-GGUF,Medium,Q4_0,4,Low-range
Translation,LLaMA-2-7B-Chat-GGUF,Medium,Q4_K,4,Low-range
Translation,LLaMA-2-7B-Chat-GGUF,Medium,Q4_K_M,4,Mid-range
Translation,LLaMA-2-7B-Chat-GGUF,Medium,Q5_K,5,Mid-range
Translation,LLaMA-2-7B-Chat-GGUF,Medium,Q5_K_M,5,flagship
Translation,LLaMA-2-7B-Chat-GGUF,Medium,Q6_K,6,flagship
Translation,LLaMA-2-7B-Chat-GGUF,Long,Q4_0,4,Low-range
Translation,LLaMA-2-7B-Chat-GGUF,Long,Q4_K,4,Low-range
Translation,LLaMA-2-7B-Chat-GGUF,Long,Q4_K_M,4,Mid-range
Translation,LLaMA-2-7B-Chat-GGUF,Long,Q5_K,5,Mid-range
Translation,LLaMA-2-7B-Chat-GGUF,Long,Q5_K_M,5,flagship
Translation,LLaMA-2-7B-Chat-GGUF,Long,Q6_K,6,flagship
Translation,LLaMA-2-7B-Chat-GGUF,Short,Q4_0,4,Low-range
Translation,LLaMA-2-7B-Chat-GGUF,Short,Q4_K,4,Low-range
Translation,LLaMA-2-7B-Chat-GGUF,Short,Q4_K_M,4,Mid-range
Translation,LLaMA-2-7B-Chat-GGUF,Short,Q5_K,5,Mid-range
Translation,LLaMA-2-7B-Chat-GGUF,Short,Q5_K_M,5,flagship
Translation,LLaMA-2-7B-Chat-GGUF,Short,Q6_K,6,flagship
Translation,LLaMA-2-7B-Chat-GGUF,Medium,Q4_0,4,Low-range
Translation,LLaMA-2-7B-Chat-GGUF,Medium,Q4_K,4,Low-range
Translation,LLaMA-2-7B-Chat-GGUF,Medium,Q4_K_M,4,Mid-range
Translation,LLaMA-2-7B-Chat-GGUF,Medium,Q5_K,5,Mid-range
Translation,LLaMA-2-7B-Chat-GGUF,Medium,Q5_K_M,5,flagship
Translation,LLaMA-2-7B-Chat-GGUF,Medium,Q6_K,6,flagship
Translation,LLaMA-2-7B-Chat-GGUF,Long,Q4_0,4,Low-range
Translation,LLaMA-2-7B-Chat-GGUF,Long,Q4_K,4,Low-range
Translation,LLaMA-2-7B-Chat-GGUF,Long,Q4_K_M,4,Mid-range
Translation,LLaMA-2-7B-Chat-GGUF,Long,Q5_K,5,Mid-range
Translation,LLaMA-2-7B-Chat-GGUF,Long,Q5_K_M,5,flagship
Translation,LLaMA-2-7B-Chat-GGUF,Long,Q6_K,6,flagship
Translation,OpenChat-3.5-7B-GGUF,Short,Q4_0,4,Low-range
Translation,OpenChat-3.5-7B-GGUF,Short,Q4_K,4,Low-range
Translation,OpenChat-3.5-7B-GGUF,Short,Q4_K_M,4,Mid-range
Translation,OpenChat-3.5-7B-GGUF,Short,Q5_K,5,Mid-range
Translation,OpenChat-3.5-7B-GGUF,Short,Q5_K_M,5,flagship
Translation,OpenChat-3.5-7B-GGUF,Short,Q6_K,6,flagship
Translation,OpenChat-3.5-7B-GGUF,Medium,Q4_0,4,Low-range
Translation,OpenChat-3.5-7B-GGUF,Medium,Q4_K,4,Low-range
Translation,OpenChat-3.5-7B-GGUF,Medium,Q4_K_M,4,Mid-range
Translation,OpenChat-3.5-7B-GGUF,Medium,Q5_K,5,Mid-range
Translation,OpenChat-3.5-7B-GGUF,Medium,Q5_K_M,5,flagship
Translation,OpenChat-3.5-7B-GGUF,Medium,Q6_K,6,flagship
Translation,OpenChat-3.5-7B-GGUF,Long,Q4_0,4,Low-range
Translation,OpenChat-3.5-7B-GGUF,Long,Q4_K,4,Low-range
Translation,OpenChat-3.5-7B-GGUF,Long,Q4_K_M,4,Mid-range
Translation,OpenChat-3.5-7B-GGUF,Long,Q5_K,5,Mid-range
Translation,OpenChat-3.5-7B-GGUF,Long,Q5_K_M,5,flagship
Translation,OpenChat-3.5-7B-GGUF,Long,Q6_K,6,flagship
Translation,OpenChat-3.5-7B-GGUF,Short,Q4_0,4,Low-range
Translation,OpenChat-3.5-7B-GGUF,Short,Q4_K,4,Low-range
Translation,OpenChat-3.5-7B-GGUF,Short,Q4_K_M,4,Mid-range
Translation,OpenChat-3.5-7B-GGUF,Short,Q5_K,5,Mid-range
Translation,OpenChat-3.5-7B-GGUF,Short,Q5_K_M,5,flagship
Translation,OpenChat-3.5-7B-GGUF,Short,Q6_K,6,flagship
Translation,OpenChat-3.5-7B-GGUF,Medium,Q4_0,4,Low-range
Translation,OpenChat-3.5-7B-GGUF,Medium,Q4_K,4,Low-range
Translation,OpenChat-3.5-7B-GGUF,Medium,Q4_K_M,4,Mid-range
Translation,OpenChat-3.5-7B-GGUF,Medium,Q5_K,5,Mid-range
Translation,OpenChat-3.5-7B-GGUF,Medium,Q5_K_M,5,flagship
Translation,OpenChat-3.5-7B-GGUF,Medium,Q6_K,6,flagship
Translation,OpenChat-3.5-7B-GGUF,Long,Q4_0,4,Low-range
Translation,OpenChat-3.5-7B-GGUF,Long,Q4_K,4,Low-range
Translation,OpenChat-3.5-7B-GGUF,Long,Q4_K_M,4,Mid-range
Translation,OpenChat-3.5-7B-GGUF,Long,Q5_K,5,Mid-range
Translation,OpenChat-3.5-7B-GGUF,Long,Q5_K_M,5,flagship
Translation,OpenChat-3.5-7B-GGUF,Long,Q6_K,6,flagship
Translation,OpenChat-3.5-7B-GGUF,Short,Q4_0,4,Low-range
Translation,OpenChat-3.5-7B-GGUF,Short,Q4_K,4,Low-range
Translation,OpenChat-3.5-7B-GGUF,Short,Q4_K_M,4,Mid-range
Translation,OpenChat-3.5-7B-GGUF,Short,Q5_K,5,Mid-range
Translation,OpenChat-3.5-7B-GGUF,Short,Q5_K_M,5,flagship
Translation,OpenChat-3.5-7B-GGUF,Short,Q6_K,6,flagship
Translation,OpenChat-3.5-7B-GGUF,Medium,Q4_0,4,Low-range
Translation,OpenChat-3.5-7B-GGUF,Medium,Q4_K,4,Low-range
Translation,OpenChat-3.5-7B-GGUF,Medium,Q4_K_M,4,Mid-range
Translation,OpenChat-3.5-7B-GGUF,Medium,Q5_K,5,Mid-range
Translation,OpenChat-3.5-7B-GGUF,Medium,Q5_K_M,5,flagship
Translation,OpenChat-3.5-7B-GGUF,Medium,Q6_K,6,flagship
Translation,OpenChat-3.5-7B-GGUF,Long,Q4_0,4,Low-range
Translation,OpenChat-3.5-7B-GGUF,Long,Q4_K,4,Low-range
Translation,OpenChat-3.5-7B-GGUF,Long,Q4_K_M,4,Mid-range
Translation,OpenChat-3.5-7B-GGUF,Long,Q5_K,5,Mid-range
Translation,OpenChat-3.5-7B-GGUF,Long,Q5_K_M,5,flagship
Translation,OpenChat-3.5-7B-GGUF,Long,Q6_K,6,flagship
Translation,OpenChat-3.5-7B-GGUF,Short,Q4_0,4,Low-range
Translation,OpenChat-3.5-7B-GGUF,Short,Q4_K,4,Low-range
Translation,OpenChat-3.5-7B-GGUF,Short,Q4_K_M,4,Mid-range
Translation,OpenChat-3.5-7B-GGUF,Short,Q5_K,5,Mid-range
Translation,OpenChat-3.5-7B-GGUF,Short,Q5_K_M,5,flagship
Translation,OpenChat-3.5-7B-GGUF,Short,Q6_K,6,flagship
Translation,OpenChat-3.5-7B-GGUF,Medium,Q4_0,4,Low-range
Translation,OpenChat-3.5-7B-GGUF,Medium,Q4_K,4,Low-range
Translation,OpenChat-3.5-7B-GGUF,Medium,Q4_K_M,4,Mid-range
Translation,OpenChat-3.5-7B-GGUF,Medium,Q5_K,5,Mid-range
Translation,OpenChat-3.5-7B-GGUF,Medium,Q5_K_M,5,flagship
Translation,OpenChat-3.5-7B-GGUF,Medium,Q6_K,6,flagship
Translation,OpenChat-3.5-7B-GGUF,Long,Q4_0,4,Low-range
Translation,OpenChat-3.5-7B-GGUF,Long,Q4_K,4,Low-range
Translation,OpenChat-3.5-7B-GGUF,Long,Q4_K_M,4,Mid-range
Translation,OpenChat-3.5-7B-GGUF,Long,Q5_K,5,Mid-range
Translation,OpenChat-3.5-7B-GGUF,Long,Q5_K_M,5,flagship
Translation,OpenChat-3.5-7B-GGUF,Long,Q6_K,6,flagship
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Short,Q4_0,4,Low-range
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Short,Q4_K,4,Low-range
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Short,Q4_K_M,4,Mid-range
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Short,Q5_K,5,Mid-range
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Short,Q5_K_M,5,flagship
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Short,Q6_K,6,flagship
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Medium,Q4_0,4,Low-range
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Medium,Q4_K,4,Low-range
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Medium,Q4_K_M,4,Mid-range
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Medium,Q5_K,5,Mid-range
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Medium,Q5_K_M,5,flagship
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Medium,Q6_K,6,flagship
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Long,Q4_0,4,Low-range
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Long,Q4_K,4,Low-range
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Long,Q4_K_M,4,Mid-range
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Long,Q5_K,5,Mid-range
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Long,Q5_K_M,5,flagship
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Long,Q6_K,6,flagship
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Short,Q4_0,4,Low-range
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Short,Q4_K,4,Low-range
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Short,Q4_K_M,4,Mid-range
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Short,Q5_K,5,Mid-range
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Short,Q5_K_M,5,flagship
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Short,Q6_K,6,flagship
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Medium,Q4_0,4,Low-range
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Medium,Q4_K,4,Low-range
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Medium,Q4_K_M,4,Mid-range
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Medium,Q5_K,5,Mid-range
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Medium,Q5_K_M,5,flagship
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Medium,Q6_K,6,flagship
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Long,Q4_0,4,Low-range
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Long,Q4_K,4,Low-range
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Long,Q4_K_M,4,Mid-range
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Long,Q5_K,5,Mid-range
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Long,Q5_K_M,5,flagship
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Long,Q6_K,6,flagship
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Short,Q4_0,4,Low-range
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Short,Q4_K,4,Low-range
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Short,Q4_K_M,4,Mid-range
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Short,Q5_K,5,Mid-range
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Short,Q5_K_M,5,flagship
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Short,Q6_K,6,flagship
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Medium,Q4_0,4,Low-range
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Medium,Q4_K,4,Low-range
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Medium,Q4_K_M,4,Mid-range
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Medium,Q5_K,5,Mid-range
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Medium,Q5_K_M,5,flagship
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Medium,Q6_K,6,flagship
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Long,Q4_0,4,Low-range
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Long,Q4_K,4,Low-range
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Long,Q4_K_M,4,Mid-range
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Long,Q5_K,5,Mid-range
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Long,Q5_K_M,5,flagship
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Long,Q6_K,6,flagship
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Short,Q4_0,4,Low-range
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Short,Q4_K,4,Low-range
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Short,Q4_K_M,4,Mid-range
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Short,Q5_K,5,Mid-range
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Short,Q5_K_M,5,flagship
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Short,Q6_K,6,flagship
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Medium,Q4_0,4,Low-range
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Medium,Q4_K,4,Low-range
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Medium,Q4_K_M,4,Mid-range
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Medium,Q5_K,5,Mid-range
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Medium,Q5_K_M,5,flagship
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Medium,Q6_K,6,flagship
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Long,Q4_0,4,Low-range
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Long,Q4_K,4,Low-range
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Long,Q4_K_M,4,Mid-range
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Long,Q5_K,5,Mid-range
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Long,Q5_K_M,5,flagship
Translation,Mixtral-8x7B-Instruct-v0.1-GGUF,Long,Q6_K,6,flagship
Translation,LLaMA-3-8B-Instruct-GGUF,Short,Q4_0,4,Low-range
Translation,LLaMA-3-8B-Instruct-GGUF,Short,Q4_K,4,Low-range
Translation,LLaMA-3-8B-Instruct-GGUF,Short,Q4_K_M,4,Mid-range
Translation,LLaMA-3-8B-Instruct-GGUF,Short,Q5_K,5,Mid-range
Translation,LLaMA-3-8B-Instruct-GGUF,Short,Q5_K_M,5,flagship
Translation,LLaMA-3-8B-Instruct-GGUF,Short,Q6_K,6,flagship
Translation,LLaMA-3-8B-Instruct-GGUF,Medium,Q4_0,4,Low-range
Translation,LLaMA-3-8B-Instruct-GGUF,Medium,Q4_K,4,Low-range
Translation,LLaMA-3-8B-Instruct-GGUF,Medium,Q4_K_M,4,Mid-range
Translation,LLaMA-3-8B-Instruct-GGUF,Medium,Q5_K,5,Mid-range
Translation,LLaMA-3-8B-Instruct-GGUF,Medium,Q5_K_M,5,flagship
Translation,LLaMA-3-8B-Instruct-GGUF,Medium,Q6_K,6,flagship
Translation,LLaMA-3-8B-Instruct-GGUF,Long,Q4_0,4,Low-range
Translation,LLaMA-3-8B-Instruct-GGUF,Long,Q4_K,4,Low-range
Translation,LLaMA-3-8B-Instruct-GGUF,Long,Q4_K_M,4,Mid-range
Translation,LLaMA-3-8B-Instruct-GGUF,Long,Q5_K,5,Mid-range
Translation,LLaMA-3-8B-Instruct-GGUF,Long,Q5_K_M,5,flagship
Translation,LLaMA-3-8B-Instruct-GGUF,Long,Q6_K,6,flagship
Translation,LLaMA-3-8B-Instruct-GGUF,Short,Q4_0,4,Low-range
Translation,LLaMA-3-8B-Instruct-GGUF,Short,Q4_K,4,Low-range
Translation,LLaMA-3-8B-Instruct-GGUF,Short,Q4_K_M,4,Mid-range
Translation,LLaMA-3-8B-Instruct-GGUF,Short,Q5_K,5,Mid-range
Translation,LLaMA-3-8B-Instruct-GGUF,Short,Q5_K_M,5,flagship
Translation,LLaMA-3-8B-Instruct-GGUF,Short,Q6_K,6,flagship
Translation,LLaMA-3-8B-Instruct-GGUF,Medium,Q4_0,4,Low-range
Translation,LLaMA-3-8B-Instruct-GGUF,Medium,Q4_K,4,Low-range
Translation,LLaMA-3-8B-Instruct-GGUF,Medium,Q4_K_M,4,Mid-range
Translation,LLaMA-3-8B-Instruct-GGUF,Medium,Q5_K,5,Mid-range
Translation,LLaMA-3-8B-Instruct-GGUF,Medium,Q5_K_M,5,flagship
Translation,LLaMA-3-8B-Instruct-GGUF,Medium,Q6_K,6,flagship
Translation,LLaMA-3-8B-Instruct-GGUF,Long,Q4_0,4,Low-range
Translation,LLaMA-3-8B-Instruct-GGUF,Long,Q4_K,4,Low-range
Translation,LLaMA-3-8B-Instruct-GGUF,Long,Q4_K_M,4,Mid-range
Translation,LLaMA-3-8B-Instruct-GGUF,Long,Q5_K,5,Mid-range
Translation,LLaMA-3-8B-Instruct-GGUF,Long,Q5_K_M,5,flagship
Translation,LLaMA-3-8B-Instruct-GGUF,Long,Q6_K,6,flagship
Translation,LLaMA-3-8B-Instruct-GGUF,Short,Q4_0,4,Low-range
Translation,LLaMA-3-8B-Instruct-GGUF,Short,Q4_K,4,Low-range
Translation,LLaMA-3-8B-Instruct-GGUF,Short,Q4_K_M,4,Mid-range
Translation,LLaMA-3-8B-Instruct-GGUF,Short,Q5_K,5,Mid-range
Translation,LLaMA-3-8B-Instruct-GGUF,Short,Q5_K_M,5,flagship
Translation,LLaMA-3-8B-Instruct-GGUF,Short,Q6_K,6,flagship
Translation,LLaMA-3-8B-Instruct-GGUF,Medium,Q4_0,4,Low-range
Translation,LLaMA-3-8B-Instruct-GGUF,Medium,Q4_K,4,Low-range
Translation,LLaMA-3-8B-Instruct-GGUF,Medium,Q4_K_M,4,Mid-range
Translation,LLaMA-3-8B-Instruct-GGUF,Medium,Q5_K,5,Mid-range
Translation,LLaMA-3-8B-Instruct-GGUF,Medium,Q5_K_M,5,flagship
Translation,LLaMA-3-8B-Instruct-GGUF,Medium,Q6_K,6,flagship
Translation,LLaMA-3-8B-Instruct-GGUF,Long,Q4_0,4,Low-range
Translation,LLaMA-3-8B-Instruct-GGUF,Long,Q4_K,4,Low-range
Translation,LLaMA-3-8B-Instruct-GGUF,Long,Q4_K_M,4,Mid-range
Translation,LLaMA-3-8B-Instruct-GGUF,Long,Q5_K,5,Mid-range
Translation,LLaMA-3-8B-Instruct-GGUF,Long,Q5_K_M,5,flagship
Translation,LLaMA-3-8B-Instruct-GGUF,Long,Q6_K,6,flagship
Translation,LLaMA-3-8B-Instruct-GGUF,Short,Q4_0,4,Low-range
Translation,LLaMA-3-8B-Instruct-GGUF,Short,Q4_K,4,Low-range
Translation,LLaMA-3-8B-Instruct-GGUF,Short,Q4_K_M,4,Mid-range
Translation,LLaMA-3-8B-Instruct-GGUF,Short,Q5_K,5,Mid-range
Translation,LLaMA-3-8B-Instruct-GGUF,Short,Q5_K_M,5,flagship
Translation,LLaMA-3-8B-Instruct-GGUF,Short,Q6_K,6,flagship
Translation,LLaMA-3-8B-Instruct-GGUF,Medium,Q4_0,4,Low-range
Translation,LLaMA-3-8B-Instruct-GGUF,Medium,Q4_K,4,Low-range
Translation,LLaMA-3-8B-Instruct-GGUF,Medium,Q4_K_M,4,Mid-range
Translation,LLaMA-3-8B-Instruct-GGUF,Medium,Q5_K,5,Mid-range
Translation,LLaMA-3-8B-Instruct-GGUF,Medium,Q5_K_M,5,flagship
Translation,LLaMA-3-8B-Instruct-GGUF,Medium,Q6_K,6,flagship
Translation,LLaMA-3-8B-Instruct-GGUF,Long,Q4_0,4,Low-range
